Company,Ticker,Type,InvestedBy,RecentAdds,RecentDels,investorTypeCount,investorType,InvestedByList,RecentAddsList,RecentDelsList
Intellect Design,INTELLECT,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
ION Exchange,IONEXCHANG,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
ISMT,ISMTLTD,ALL,1,1,0,1,HNI,Mukul Mahavir Agrawal,Mukul Mahavir Agrawal,
J Kumar Infra,JKIL,ALL,3,1,0,3,HNI | DII | FII,Mukul Mahavir Agrawal | 3P India Equity Fund 1 | Goldman Sachs Funds - Goldman Sachs India Equity P,3P India Equity Fund 1,
Jagsonpal Pharma,JAGSNPHARM,ALL,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
Jet Freight,JETFREIGHT,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Jet Knitwears,JETKNIT,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
JTEKT India,JTEKTINDIA,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Kamdhenu,KAMDHENU,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Kanoria Chem.,KANORICHEM,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Karur Vysya Bank,KARURVYSYA,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Kingfa Science,KINGFA,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
L T Foods,LTFOODS,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Lak. Vilas Bank,LAKSHVILAS,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Lovable Lingerie,LOVABLE,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Lux Industries,LUXIND,ALL,2,1,0,2,HNI | FII,Mukul Mahavir Agrawal | Jupiter India Fund,Mukul Mahavir Agrawal,
Mahindra EPC,MAHEPC,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Manpasand Bever.,MANPASAND,ALL,2,0,0,2,HNI | FII,Mukul Mahavir Agrawal | Goldman Sachs Funds - Goldman Sachs India Equity P,,
Marksans Pharma,MARKSANS,ALL,2,0,0,1,HNI,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia,,
Mastek,MASTEK,ALL,3,0,0,2,HNI | FII,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia | Small Cap World Fund Inc,,
Mcleod Russel,MCLEODRUSS,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
MPS,MPSLTD,ALL,2,0,0,2,HNI | FII,Mukul Mahavir Agrawal | Goldman Sachs Funds - Goldman Sachs India Equity P,,
MSTC,MSTCLTD,ALL,3,1,0,2,HNI | FII,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia | Jupiter India Fund,Jupiter India Fund,
MTAR Technologie,MTARTECH,ALL,2,0,0,2,HNI | FII,Mukul Mahavir Agrawal | Goldman Sachs Funds - Goldman Sachs India Equity P,,
Navkar Corporat.,NAVKARCORP,ALL,2,0,0,2,HNI | FII,Mukul Mahavir Agrawal | Goldman Sachs Funds - Goldman Sachs India Equity P,,
Neuland Labs.,NEULANDLAB,ALL,4,2,0,2,HNI | FII,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia | Small Cap World Fund Inc | Jupiter India Fund,Small Cap World Fund Inc | Jupiter India Fund,
Newgen Software,NEWGEN,ALL,3,0,1,2,HNI | FII,Mukul Mahavir Agrawal | Massachusetts Institue of Technology | Goldman Sachs Funds - Goldman Sachs India Equity P,,Goldman Sachs Funds - Goldman Sachs India Equity P
Nuvama Wealth,NUVAMA,ALL,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
OnMobile Global,ONMOBILE,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Oriental Rail,531859,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
P.E. Analytics,PROPEQUITY,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Paras Defence,PARAS,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
PDS,PDSL,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Pearl Global Ind,PGIL,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Prakash Industri,PRAKASH,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Prakash Pipes,PPL,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
PTC Industries,PTCIL,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Quick Heal Tech,QUICKHEAL,ALL,2,0,0,2,HNI | FII,Mukul Mahavir Agrawal | Jupiter India Fund,,
Raghav Product.,RPEL,ALL,2,0,0,1,HNI,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia,,
Raymond,RAYMOND,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Religare Enterp.,RELIGARE,ALL,2,0,0,1,HNI,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia,,
Rico Auto Inds,RICOAUTO,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Sahyadri Industr,SAHYADRI,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Sanghi Industrie,SANGHIIND,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Sanghvi Brands,540782,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Sarda Energy,SARDAEN,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Sequent Scien.,SEQUENT,ALL,2,0,1,2,HNI | DII,Mukul Mahavir Agrawal | Quant Mutual Fund - Quant Small Cap Fund,,Quant Mutual Fund - Quant Small Cap Fund
SG Finserve,539199,ALL,2,0,1,1,HNI,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
Shaily Engineer.,SHAILY,ALL,2,0,1,1,HNI,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
Shankara Build.,SHANKARA,ALL,2,0,2,1,HNI,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia,,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia
Solara Active,SOLARA,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Strides Pharma,STAR,ALL,3,0,0,3,HNI | DII | FII,Mukul Mahavir Agrawal | Kotak Emergency Equity Scheme | Small Cap World Fund Inc,,
Stylam Industrie,STYLAMIND,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Sula Vineyards,SULA,ALL,3,0,1,2,HNI | FII,Mukul Mahavir Agrawal | Goldman Sachs Funds - Goldman Sachs India Equity P | Jupiter India Fund,,Goldman Sachs Funds - Goldman Sachs India Equity P
Surya Roshni,SURYAROSNI,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Suryoday Small,SURYODAY,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Suzlon Energy,SUZLON,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
TAAL Enterprises,539956,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Tasty Bite Eat.,TASTYBITE,ALL,2,0,0,2,HNI | FII,Mukul Mahavir Agrawal | Jupiter India Fund,,
Thejo Engg.,THEJO,ALL,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
Thomas Cook (I),THOMASCOOK,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Tracxn Technolo.,TRACXN,ALL,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
Transpek Inds.,TRANSPEK,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Umang Dairies,UMANGDAIRY,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Vardhman Special,VSSL,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Vasa Denticity,DENTALKART,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Vidhi Specialty,VIDHIING,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Zen Technologies,ZENTEC,ALL,2,0,1,1,HNI,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia,,Mukul Mahavir Agrawal
Zota Health Care,ZOTA,ALL,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
Aditya Vision,540205,ALL,2,0,2,2,HNI | FII,Ashish Rameshchandra Kacholia | Small Cap World Fund Inc,,Ashish Rameshchandra Kacholia | Small Cap World Fund Inc
Ador Welding,ADORWELD,ALL,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
Agarwal Indl.,AGARIND,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Ami Organics,AMIORG,ALL,2,0,1,2,HNI | FII,Ashish Rameshchandra Kacholia | Small Cap World Fund Inc,,Ashish Rameshchandra Kacholia
APL Apollo Tubes,APLAPOLLO,ALL,4,0,0,3,HNI | DII | FII,Ashish Rameshchandra Kacholia | Kotak Emergency Equity Scheme | Goldman Sachs Funds - Goldman Sachs India Equity P | Small Cap World Fund Inc,,
Apollo Tricoat,538566,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Aptech,APTECHT,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Ashiana Housing,ASHIANA,ALL,2,0,0,2,HNI | FII,Ashish Rameshchandra Kacholia | Goldman Sachs Funds - Goldman Sachs India Equity P,,
Astec Lifescienc,ASTEC,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Aurum Proptech,AURUM,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
AYM Syntex,AYMSYNTEX,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Balu Forge,BALUFORGE,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Barbeque-Nation,BARBEQUE,ALL,2,1,1,2,HNI | FII,Ashish Rameshchandra Kacholia | Massachusetts Institue of Technology,Massachusetts Institue of Technology,Ashish Rameshchandra Kacholia
Best Agrolife,BESTAGRO,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Beta Drugs Ltd,BETA,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Bodal Chemicals,BODALCHEM,ALL,2,0,0,2,HNI | FII,Ashish Rameshchandra Kacholia | Jupiter India Fund,,
Butterfly Gan Ap,BUTTERFLY,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Caplin Point Lab,CAPLIPOINT,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Carysil,CARYSIL,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
CHD Developers,526917,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
D-Link India,DLINKINDIA,ALL,2,0,0,2,HNI | DII,Ashish Rameshchandra Kacholia | Kotak Emergency Equity Scheme,,
DFM Foods,DFMFOODS,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
DU Digital,DUGLOBAL,ALL,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
Ester Industries,ESTER,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Faze Three,FAZE3Q,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Fineotex Chem,FCL,ALL,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
Garware Hi Tech,GRWRHITECH,ALL,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
Gateway Distr.,GDL,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Genesys Intl.,GENESYS,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
GHCL,GHCL,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Gravita India,GRAVITA,ALL,2,1,1,2,HNI | FII,Ashish Rameshchandra Kacholia | Jupiter India Fund,Jupiter India Fund,Ashish Rameshchandra Kacholia
GTPL Hathway,GTPL,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Hikal,HIKAL,ALL,2,0,0,2,HNI | FII,Ashish Rameshchandra Kacholia | Small Cap World Fund Inc,,
HLE Glascoat,HLEGLAS,ALL,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
IFB Industries,IFBIND,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Igarashi Motors,IGARASHI,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Inflame Applian.,541083,ALL,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
IOL Chemicals,IOLCP,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
KEI Industries,KEI,ALL,4,0,1,2,HNI | FII,Ashish Rameshchandra Kacholia | Massachusetts Institue of Technology | Goldman Sachs Funds - Goldman Sachs India Equity P | Small Cap World Fund Inc,,Small Cap World Fund Inc
Khadim India,KHADIM,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Knowledge Marine,543273,ALL,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
KPIT Technologi.,KPITTECH,ALL,2,0,0,2,HNI | FII,Ashish Rameshchandra Kacholia | Massachusetts Institue of Technology,,
Kwality Pharma,539997,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
La Opala RG,LAOPALA,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Likhitha Infra.,LIKHITHA,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Lokesh Mach.,LOKESHMACH,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Megastar Foods,MEGASTAR,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Mold-Tek Pack.,MOLDTKPAC,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
MT Educare,MTEDUCARE,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Navin Fluo.Intl.,NAVINFLUOR,ALL,3,0,0,2,HNI | FII,Ashish Rameshchandra Kacholia | Goldman Sachs Funds - Goldman Sachs India Equity P | Small Cap World Fund Inc,,
NIIT Learning,NIITMTS,ALL,2,0,2,2,HNI | FII,Ashish Rameshchandra Kacholia | Massachusetts Institue of Technology,,Ashish Rameshchandra Kacholia | Massachusetts Institue of Technology
NIIT,NIITLTD,ALL,2,0,1,2,HNI | FII,Ashish Rameshchandra Kacholia | Massachusetts Institue of Technology,,Massachusetts Institue of Technology
NOCIL,NOCIL,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Paushak,532742,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
PCBL Ltd,PCBL,ALL,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
Pokarna,POKARNA,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Poly Medicure,POLYMED,ALL,3,0,0,3,HNI | DII | FII,Ashish Rameshchandra Kacholia | Quant Mutual Fund - Quant Small Cap Fund | Small Cap World Fund Inc,,
Rainbow Child.,RAINBOW,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Royal Orch.Hotel,ROHLTD,ALL,2,0,0,2,HNI | FII,Ashish Rameshchandra Kacholia | Jupiter India Fund,,
SJS Enterprises,SJS,ALL,2,1,0,2,HNI | FII,Ashish Rameshchandra Kacholia | Goldman Sachs Funds - Goldman Sachs India Equity P,Goldman Sachs Funds - Goldman Sachs India Equity P,
S P Apparels,SPAL,ALL,2,0,0,2,HNI | FII,Ashish Rameshchandra Kacholia | Goldman Sachs Funds - Goldman Sachs India Equity P,,
Safari Inds.,SAFARI,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Sastasundar Ven.,SASTASUNDR,ALL,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
Shreyas Shipping,SHREYAS,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Stove Kraft,STOVEKRAFT,ALL,2,0,0,2,HNI | FII,Ashish Rameshchandra Kacholia | Goldman Sachs Funds - Goldman Sachs India Equity P,,
TARC Ltd,TARC,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Time Technoplast,TIMETECHNO,ALL,2,1,0,2,HNI | DII,Ashish Rameshchandra Kacholia | 3P India Equity Fund 1,3P India Equity Fund 1,
UFO Moviez,UFO,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
United Drilling,UNIDT,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
V2 Retail,V2RETAIL,ALL,2,0,0,2,HNI | FII,Ashish Rameshchandra Kacholia | Goldman Sachs Funds - Goldman Sachs India Equity P,,
Vadilal Inds.,VADILALIND,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Venus Pipes,VENUSPIPES,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Virtuoso Optoel.,543597,ALL,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
Vishnu Chemicals,VISHNU,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Vivimed Labs.,VIVIMEDLAB,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
VRL Logistics,VRLLOG,ALL,2,0,0,2,HNI | FII,Ashish Rameshchandra Kacholia | Goldman Sachs Funds - Goldman Sachs India Equity P,,
XPRO India,XPROINDIA,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Yasho Industries,YASHO,ALL,1,0,0,1,HNI,Ashish Rameshchandra Kacholia,,
Bajaj Holdings,BAJAJHLDNG,ALL,1,1,0,1,DII,Parag Parikh Flexi Cap Fund,Parag Parikh Flexi Cap Fund,
Balkrishna Inds,BALKRISIND,ALL,2,1,0,1,DII,Parag Parikh Flexi Cap Fund | Kotak Emergency Equity Scheme,Parag Parikh Flexi Cap Fund,
C D S L,CDSL,ALL,1,1,0,1,DII,Parag Parikh Flexi Cap Fund,Parag Parikh Flexi Cap Fund,
Coal India,COALINDIA,ALL,1,1,0,1,DII,Parag Parikh Flexi Cap Fund,Parag Parikh Flexi Cap Fund,
EID Parry,EIDPARRY,ALL,2,0,1,1,DII,Parag Parikh Flexi Cap Fund | Quant Mutual Fund - Quant Small Cap Fund,,Quant Mutual Fund - Quant Small Cap Fund
Hero Motocorp,HEROMOTOCO,ALL,1,0,0,1,DII,Parag Parikh Flexi Cap Fund,,
ICRA,ICRA,ALL,2,0,0,2,DII | FII,Parag Parikh Flexi Cap Fund | Small Cap World Fund Inc,,
Indian Energy Ex,IEX,ALL,4,1,0,2,DII | FII,Parag Parikh Flexi Cap Fund | Massachusetts Institue of Technology | Goldman Sachs Funds - Goldman Sachs India Equity P | Small Cap World Fund Inc,Massachusetts Institue of Technology,
Indraprastha Gas,IGL,ALL,1,0,1,1,DII,Parag Parikh Flexi Cap Fund,,Parag Parikh Flexi Cap Fund
Ipca Labs.,IPCALAB,ALL,4,2,0,2,DII | FII,Parag Parikh Flexi Cap Fund | Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Kotak Emergency Equity Scheme | Goldman Sachs Funds - Goldman Sachs India Equity P,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Kotak Emergency Equity Scheme,
Mah. Scooters,MAHSCOOTER,ALL,1,1,0,1,DII,Parag Parikh Flexi Cap Fund,Parag Parikh Flexi Cap Fund,
Motil.Oswal.Fin.,MOTILALOFS,ALL,1,0,1,1,DII,Parag Parikh Flexi Cap Fund,,Parag Parikh Flexi Cap Fund
Multi Comm. Exc.,MCX,ALL,3,0,0,2,DII | FII,Parag Parikh Flexi Cap Fund | Goldman Sachs Funds - Goldman Sachs India Equity P | Small Cap World Fund Inc,,
Persistent Sys,PERSISTENT,ALL,3,1,0,1,DII,Parag Parikh Flexi Cap Fund | Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Kotak Emergency Equity Scheme,Kotak Emergency Equity Scheme,
Power Grid Corpn,POWERGRID,ALL,1,0,1,1,DII,Parag Parikh Flexi Cap Fund,,Parag Parikh Flexi Cap Fund
Atul,ATUL,ALL,3,0,3,1,DII,Mirae Asset Large &amp; Midcap Fund | Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Kotak Emergency Equity Scheme,,Mirae Asset Large &amp; Midcap Fund | Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Kotak Emergency Equity Scheme
Bayer Crop Sci.,BAYERCROP,ALL,1,0,1,1,DII,Mirae Asset Large &amp; Midcap Fund,,Mirae Asset Large &amp; Midcap Fund
Bharat Forge,BHARATFORG,ALL,2,1,0,1,DII,Mirae Asset Large &amp; Midcap Fund | Kotak Emergency Equity Scheme,Mirae Asset Large &amp; Midcap Fund,
Coforge,COFORGE,ALL,5,2,1,2,DII | FII,Mirae Asset Large &amp; Midcap Fund | Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Kotak Emergency Equity Scheme | Goldman Sachs Funds - Goldman Sachs India Equity P | Small Cap World Fund Inc,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Small Cap World Fund Inc,Kotak Emergency Equity Scheme
Craftsman Auto,CRAFTSMAN,ALL,1,1,0,1,DII,Mirae Asset Large &amp; Midcap Fund,Mirae Asset Large &amp; Midcap Fund,
Data Pattern,DATAPATTNS,ALL,1,0,1,1,DII,Mirae Asset Large &amp; Midcap Fund,,Mirae Asset Large &amp; Midcap Fund
Deepak Nitrite,DEEPAKNTR,ALL,1,1,0,1,DII,Mirae Asset Large &amp; Midcap Fund,Mirae Asset Large &amp; Midcap Fund,
Delhivery,DELHIVERY,ALL,2,2,0,2,DII | FII,Mirae Asset Large &amp; Midcap Fund | Small Cap World Fund Inc,Mirae Asset Large &amp; Midcap Fund | Small Cap World Fund Inc,
Eicher Motors,EICHERMOT,ALL,1,0,1,1,DII,Mirae Asset Large &amp; Midcap Fund,,Mirae Asset Large &amp; Midcap Fund
Fortis Health.,FORTIS,ALL,2,1,1,2,DII | FII,Mirae Asset Large &amp; Midcap Fund | Jupiter India Fund,Jupiter India Fund,Mirae Asset Large &amp; Midcap Fund
Gateway Distri,GATEWAY,ALL,1,0,0,1,DII,Mirae Asset Large &amp; Midcap Fund,,
Gland Pharma,GLAND,ALL,4,2,0,2,DII | FII,Mirae Asset Large &amp; Midcap Fund | Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Kotak Emergency Equity Scheme | Small Cap World Fund Inc,Mirae Asset Large &amp; Midcap Fund | Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,
Go Digit General,GODIGIT,ALL,1,1,0,1,DII,Mirae Asset Large &amp; Midcap Fund,Mirae Asset Large &amp; Midcap Fund,
Guj.St.Petronet,GSPL,ALL,2,1,0,1,DII,Mirae Asset Large &amp; Midcap Fund | Kotak Emergency Equity Scheme,Mirae Asset Large &amp; Midcap Fund,
L&T Finance Ltd,LTF,ALL,2,1,0,2,DII | FII,Mirae Asset Large &amp; Midcap Fund | Small Cap World Fund Inc,Mirae Asset Large &amp; Midcap Fund,
Lupin,LUPIN,ALL,1,1,0,1,DII,Mirae Asset Large &amp; Midcap Fund,Mirae Asset Large &amp; Midcap Fund,
Motherson Wiring,MSUMI,ALL,1,0,0,1,DII,Mirae Asset Large &amp; Midcap Fund,,
Page Industries,PAGEIND,ALL,3,1,0,2,DII | FII,Mirae Asset Large &amp; Midcap Fund | Kotak Emergency Equity Scheme | Small Cap World Fund Inc,Mirae Asset Large &amp; Midcap Fund,
PB Fintech.,POLICYBZR,ALL,3,1,2,2,DII | FII,Mirae Asset Large &amp; Midcap Fund | Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Small Cap World Fund Inc,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,Mirae Asset Large &amp; Midcap Fund | Small Cap World Fund Inc
Prestige Estates,PRESTIGE,ALL,2,0,1,2,DII | FII,Mirae Asset Large &amp; Midcap Fund | Goldman Sachs Funds - Goldman Sachs India Equity P,,Mirae Asset Large &amp; Midcap Fund
Prince Pipes,PRINCEPIPE,ALL,1,0,1,1,DII,Mirae Asset Large &amp; Midcap Fund,,Mirae Asset Large &amp; Midcap Fund
Sapphire Foods,SAPPHIRE,ALL,1,0,1,1,DII,Mirae Asset Large &amp; Midcap Fund,,Mirae Asset Large &amp; Midcap Fund
SKF India,SKFINDIA,ALL,3,0,2,1,DII,Mirae Asset Large &amp; Midcap Fund | Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Kotak Emergency Equity Scheme,,Mirae Asset Large &amp; Midcap Fund | Kotak Emergency Equity Scheme
Tata Comm,TATACOMM,ALL,2,0,2,1,DII,Mirae Asset Large &amp; Midcap Fund | Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,,Mirae Asset Large &amp; Midcap Fund | Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund
Whirlpool India,WHIRLPOOL,ALL,2,1,1,1,DII,Mirae Asset Large &amp; Midcap Fund | Kotak Emergency Equity Scheme,Mirae Asset Large &amp; Midcap Fund,Kotak Emergency Equity Scheme
Ashoka Buildcon,ASHOKA,ALL,1,0,0,1,DII,3P India Equity Fund 1,,
Landmark Cars,LANDMARK,ALL,2,1,1,2,DII | FII,3P India Equity Fund 1 | Goldman Sachs Funds - Goldman Sachs India Equity P,Goldman Sachs Funds - Goldman Sachs India Equity P,3P India Equity Fund 1
Senco Gold,SENCO,ALL,1,0,0,1,DII,3P India Equity Fund 1,,
AIA Engineering,AIAENG,ALL,2,1,1,2,DII | FII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | NALANDA INDIA EQUITY FUND nLIMITED,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,NALANDA INDIA EQUITY FUND nLIMITED
Arvind Ltd,ARVIND,ALL,1,0,1,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund
AU Small Finance,AUBANK,ALL,2,1,1,2,DII | FII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Small Cap World Fund Inc,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,Small Cap World Fund Inc
Bharat Electron,BEL,ALL,1,0,1,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund
Cummins India,CUMMINSIND,ALL,3,1,1,2,DII | FII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Kotak Emergency Equity Scheme | Small Cap World Fund Inc,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,Kotak Emergency Equity Scheme
Dhanuka Agritech,DHANUKA,ALL,1,0,0,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,,
Dixon Technolog.,DIXON,ALL,3,0,1,2,DII | FII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Kotak Emergency Equity Scheme | Goldman Sachs Funds - Goldman Sachs India Equity P,,Kotak Emergency Equity Scheme
